Order,TRACKING,CHSVIA,State,Ship Date
73594371,1Z1W1R130323067726,UMOC,NJ,20230808
73594447,92419902712015573020132401,MBPM,IN,20230807
73594485,92419902712015573020132418,MBPM,WI,20230807
73594581,1Z1W1R130323067735,UMOC,NJ,20230808
73594595,1Z1W1R130323067744,UMOC,AZ,20230808
73594440,1Z1W1R130323067753,UMOC,MI,20230808
73594440,1Z1W1R130323067762,UMOC,MI,20230808
73594590,92419902712015573020132425,MBPM,UT,20230807
73594470,92419902712015573020132432,MBPM,AL,20230807
73594599,1Z1W1R130323067771,UMOC,MN,20230808
73594498,1Z1W1R130323067780,UMOC,OH,20230808
73594498,1Z1W1R130323067799,UMOC,OH,20230808
73594498,1Z1W1R130323067806,UMOC,OH,20230808
73594592,1Z1W1R130323067815,UMOC,CA,20230808
73594583,92419902712015573020132449,MBPM,CA,20230807
73594443,92419902712015573020132456,MBPM,PA,20230807
73594506,92419902712015573020132463,MBPM,TX,20230807
73594370,92419902712015573020132470,MBPM,PA,20230809
73594446,1Z1W1R130323067824,UMOC,IL,20230808
73594456,1Z1W1R130323067833,UMOC,CT,20230808
73594452,92419902712015573020132487,MBPM,MI,20230807
73594484,1Z1W1R130323067842,UMOC,IN,20230808
73594373,1Z1W1R130323067851,UMOC,VA,20230808
73594476,92419902712015573020132494,MBPM,AL,20230807
73594472,92419902712015573020132500,MBPM,OH,20230807
73594455,1Z1W1R130323067860,UMOC,PA,20230808
73594501,92419902712015573020132517,MBPM,AZ,20230807
73594487,1Z1W1R130323067879,UMOC,PA,20230808
73594460,92419902712015573020132531,MBPM,PA,20230807
73594591,1Z1W1R130323067888,UMOC,ND,20230808
73594585,92419902712015573020132548,MBPM,OR,20230807
73594477,1Z1W1R130323067897,UMOC,NM,20230808
73594503,92419902712015573020132555,MBPM,LA,20230807
73594503,92419902712015573020132562,MBPM,LA,20230807
73594586,92419902712015573020132579,MBPM,KY,20230807
73594480,92419902712015573020132586,MBPM,PA,20230807
73594481,1Z1W1R130323067904,UMOC,PA,20230808
73594491,1Z1W1R130323067913,UMOC,NY,20230808
73594600,1Z1W1R130323067922,UMOC,IL,20230808
73594482,92419902712015573020132593,MBPM,WY,20230807
73594580,92419902712015573020132609,MBPM,KS,20230807
73594497,92419902712015573020132616,MBPM,TX,20230807
73594365,92419902712015573020132623,MBPM,NC,20230807
73594489,92419902712015573020132630,MBPM,TN,20230807
73594831,1Z3584030280261777,UC02,AZ,20230807
73594834,1Z3584030280261786,UR02,OR,20230807
73594848,1Z3584030280261795,UC02,MO,20230807
73594848,1Z3584030280261802,UC02,MO,20230807
73594848,1Z3584030280261811,UC02,MO,20230807
73594848,1Z3584030280261820,UC02,MO,20230807
73594531,1Z1W1R130323067940,UMOC,TX,20230808
73594841,92419902712015573020132647,MBPM,IL,20230807
73594523,1Z1W1R130323067959,UMOC,FL,20230808
73594523,1Z1W1R130323067968,UMOC,FL,20230808
73594704,1Z1W1R130323067977,UMOC,UT,20230808
73595007,1Z1W1R130323067986,UMOC,AZ,20230808
73593924,92419902712015573020132654,MBPM,IL,20230808
73594882,1Z1W1R130323067995,UMOC,CA,20230808
73594882,1Z1W1R130323068001,UMOC,CA,20230808
73594882,1Z1W1R130323068010,UMOC,CA,20230808
73594882,1Z1W1R130323068029,UMOC,CA,20230808
73594882,1Z1W1R130323068038,UMOC,CA,20230808
73593652,1Z1W1R130323068047,UMOC,VA,20230808
73593692,1Z1W1R130323068056,UMOC,VA,20230808
73594014,1Z1W1R130323068065,UMOC,TX,20230808
73594518,1Z1W1R130323068074,UMOC,IL,20230808
73594524,9205590295388102952150,UPM,MN,20230809
73594721,1Z1W1R130323068083,UMOC,WI,20230808
73594513,1Z1W1R130323068092,UMOC,CA,20230808
73594634,92419902712015573020132661,MBPM,MI,20230808
73594643,92419902712015573020132678,MBPM,WA,20230808
73594539,92419902712015573020132685,MBPM,AL,20230808
73594538,1Z1W1R130323068109,UMOC,MN,20230808
73594544,1Z1W1R130323068118,UMOC,CA,20230808
73594544,1Z1W1R130323068127,UMOC,CA,20230808
73594545,1Z1W1R130323068136,UMOC,IL,20230808
73594545,1Z1W1R130323068145,UMOC,IL,20230808
73594756,92419902712015573020132692,MBPM,IL,20230807
73594333,92419902712015573020132708,MBPM,FL,20230808
73594521,92419902712015573020132715,MBPM,IA,20230807
73594758,1Z1W1R130323068154,UMOC,HI,20230808
73594757,92419902712015573020132722,MBPM,WA,20230807
73594515,1Z1W1R130323068163,UMOC,CA,20230808
73594661,92419902712015573020132739,MBPM,NY,20230807
73594520,92419902712015573020132746,MBPM,MI,20230808
73594703,1Z1W1R130323068172,UMOC,CA,20230808
73594532,92419902712015573020132753,MBPM,VA,20230807
73594517,1Z1W1R130323068181,UMOC,WI,20230808
73594723,92419902712015573020132760,MBPM,MI,20230807
73594612,1Z1W1R130323068190,UMOC,AZ,20230808
73594514,1Z1W1R130323068207,UMOC,NY,20230808
73594637,1Z1W1R130323068216,UMOC,NY,20230808
73594540,1Z1W1R130323068225,UMOC,MD,20230808
73594535,1Z1W1R130323068234,UMOC,NY,20230808
73594535,1Z1W1R130323068243,UMOC,NY,20230808
73594535,1Z1W1R130323068252,UMOC,NY,20230808
73594516,1Z1W1R130323068261,UMOC,RI,20230808
73594653,1Z1W1R130323068270,UMOC,CA,20230808
73594653,1Z1W1R130323068289,UMOC,CA,20230808
73594526,1Z1W1R130323068298,UMOC,MO,20230808
73594526,1Z1W1R130323068305,UMOC,MO,20230808
73594526,1Z1W1R130323068314,UMOC,MO,20230808
73594760,1Z1W1R130323068323,UMOC,ND,20230808
73594552,92419902712015573020132777,MBPM,OH,20230807
73594724,1Z1W1R130323068332,UMOC,ME,20230808
73594548,1Z1W1R130323068341,UMOC,CA,20230808
73594550,92419902712015573020132784,MBPM,ME,20230807
73594549,92419902712015573020132791,MBPM,SC,20230807
73594642,92419902712015573020132807,MBPM,OH,20230807
73594546,92419902712015573020132814,MBPM,GA,20230807
73594547,1Z1W1R130323068350,UMOC,OR,20230808
73594547,1Z1W1R130323068369,UMOC,OR,20230808
73594530,92419902712015573020132821,MBPM,NY,20230807
73594761,1Z1W1R130323068378,UMOC,IL,20230808
73594761,1Z1W1R130323068387,UMOC,IL,20230808
73594660,92419902712015573020132838,MBPM,IL,20230808
73594533,92419902712015573020132845,MBPM,UT,20230807
73594537,1Z1W1R130323068396,UMOC,OH,20230808
73594725,92419902712015573020132852,MBPM,OH,20230807
73594534,9205590295388102952167,UCPC,HI,20230808
73594528,92419902712015573020132869,MBPM,MS,20230807
73594726,1Z1W1R130323068403,UMOC,IN,20230808
73594759,92419902712015573020132876,MBPM,AR,20230807
73594644,1Z1W1R130323068412,UMOC,PA,20230808
73594705,92419902712015573020132883,MBPM,OH,20230807
73594635,92419902712015573020132890,MBPM,CA,20230808
73594519,92419902712015573020132906,MBPM,WA,20230807
73594309,92419902712015573020134924,MBPM,NJ,20230807
73594374,92419902712015573020134931,MBPM,WI,20230807
73594603,92419902712015573020132913,MBPM,NE,20230807
73594508,92419902712015573020132920,MBPM,MA,20230807
73594511,1Z1W1R130323068421,UMOC,OK,20230808
73594511,1Z1W1R130323068430,UMOC,OK,20230808
73594604,92419902712015573020132937,MBPM,MI,20230808
73594607,92419902712015573020132944,MBPM,CA,20230808
73594507,92419902712015573020132951,MBPM,TN,20230807
73594509,92419902712015573020132968,MBPM,IL,20230807
73594510,92419902712015573020132975,MBPM,NE,20230807
73594606,92419902712015573020132982,MBPM,MI,20230807
73594512,1Z1W1R130323068449,UMOC,ND,20230808
73594601,1Z1W1R130323068458,UMOC,MA,20230808
73594609,92419902712015573020132999,MBPM,MO,20230807
73594610,92419902712015573020133002,MBPM,NE,20230807
73594605,1Z1W1R130323068467,UMOC,CA,20230808
73594602,1Z1W1R130323068476,UMOC,VA,20230808
73594602,1Z1W1R130323068485,UMOC,VA,20230808
73594602,1Z1W1R130323068494,UMOC,VA,20230808
73594917,1Z1W1R130323068501,UMOC,IL,20230808
73594910,92419902712015573020133019,MBPM,MD,20230807
73594975,1Z1W1R130323068510,UMOC,CA,20230808
73594975,1Z1W1R130323068529,UMOC,CA,20230808
73594979,1Z1W1R130323068538,UMOC,WV,20230808
73594998,92419902712015573020133026,MBPM,MI,20230807
73594835,1Z1W1R130323068547,UMOC,KY,20230808
73594835,1Z1W1R130323068556,UMOC,KY,20230808
73594894,1Z1W1R130323068565,UMOC,MA,20230808
73594802,1Z1W1R130323068574,UMOC,IA,20230808
73594810,1Z1W1R130323068583,UMOC,MN,20230808
73594810,1Z1W1R130323068592,UMOC,MN,20230808
73594816,92419902712015573020133033,MBPM,MI,20230808
73594863,92419902712015573020133040,MBPM,OK,20230808
73594999,92419902712015573020133057,MBPM,OH,20230808
73594833,92419902712015573020133064,MBPM,IL,20230807
73594996,92419902712015573020133071,MBPM,FL,20230808
73594989,1Z1W1R130323068609,UMOC,MO,20230808
73594864,1Z1W1R130323068618,UMOC,CO,20230808
73594821,1Z1W1R130323068627,UMOC,MA,20230808
73594830,1Z1W1R130323068636,UMOC,MN,20230808
73594950,1Z1W1R130323068645,UMOC,WI,20230808
73594809,1Z1W1R130323068654,UMOC,WA,20230808
73594808,92419902712015573020133088,MBPM,MO,20230808
73594899,1Z1W1R130323068663,UMOC,MA,20230808
73594824,92419902712015573020133095,MBPM,MI,20230807
73594981,1Z1W1R130323068672,UMOC,NY,20230808
73594826,1Z1W1R130323068681,UMOC,IL,20230808
73594826,1Z1W1R130323068690,UMOC,IL,20230808
73595001,1Z1W1R130323068707,UMOC,FL,20230808
73594860,92419902712015573020133101,MBPM,NE,20230808
73594857,1Z1W1R130323068716,UMOC,TX,20230808
73594857,1Z1W1R130323068725,UMOC,TX,20230808
73594857,1Z1W1R130323068734,UMOC,TX,20230808
73594840,92419902712015573020133118,MBPM,ME,20230807
73595006,92419902712015573020133125,MBPM,FL,20230808
73594867,92748902712015573020133133,MPSL,FL,20230807
73594896,92419902712015573020133149,MBPM,OH,20230808
73594836,1Z1W1R130323068743,UMOC,IL,20230808
73595002,92419902712015573020133156,MBPM,IL,20230807
73594990,1Z1W1R130323068752,UMOR,UT,20230808
73594851,92419902712015573020133163,MBPM,NY,20230808
73594853,9205590295388102952174,UPM,GU,20230808
73594853,9205590295388102952181,UPM,GU,20230808
73594908,1Z1W1R130323068761,UMOC,CA,20230808
73594820,9205590295388102952198,UPM,AK,20230809
73594902,92419902712015573020133170,MBPM,CA,20230807
73594902,92419902712015573020133187,MBPM,CA,20230807
73594807,92419902712015573020133194,MBPM,DE,20230811
73594984,1Z1W1R130323068770,UMOC,ME,20230808
73594819,1Z1W1R130323068789,UMOC,IN,20230808
73594819,1Z1W1R130323068798,UMOC,IN,20230808
73594931,92419902712015573020133200,MBPM,SD,20230807
73594940,1Z1W1R130323068805,UMOC,VA,20230808
73594871,92419902712015573020133217,MBPM,CA,20230808
73594813,92419902712015573020133224,MBPM,NC,20230808
73594987,1Z1W1R130323068814,UMOC,KY,20230808
73594992,92419902712015573020133231,MBPM,TX,20230807
73594846,92419902712015573020133248,MBPM,TN,20230808
73594859,1Z1W1R130323068823,UMOC,GA,20230808
73594838,1Z1W1R130323068832,UMOC,GA,20230808
73594962,92419902712015573020133255,MBPM,WV,20230807
73594966,92419902712015573020133262,MBPM,VA,20230807
73595003,92419902712015573020133279,MBPM,NJ,20230807
73594850,92419902712015573020133286,MBPM,WA,20230807
73594837,92419902712015573020133293,MBPM,TN,20230807
73594804,1Z1W1R130323068841,UMOC,NY,20230808
73594804,1Z1W1R130323068850,UMOC,NY,20230808
73594923,92419902712015573020133309,MBPM,WA,20230808
73594916,1Z1W1R130323068869,UMOC,AZ,20230808
73594924,92419902712015573020133316,MBPM,AZ,20230808
73594959,92419902712015573020133323,MBPM,TX,20230807
73594965,92419902712015573020133330,MBPM,OH,20230807
73594842,92419902712015573020133347,MBPM,CA,20230807
73594815,1Z1W1R130323068878,UMOC,MO,20230808
73594805,1Z1W1R130323068887,UMOC,PA,20230808
73594805,1Z1W1R130323068896,UMOC,PA,20230808
73594897,92419902712015573020133354,MBPM,MI,20230807
73594911,92419902712015573020133361,MBPM,NE,20230807
73594823,1Z1W1R130323068903,UMOC,NY,20230808
73595005,1Z1W1R130323068912,UMOC,NE,20230808
73594811,92419902712015573020133378,MBPM,OH,20230808
73594922,92419902712015573020133385,MBPM,VA,20230807
73594865,92419902712015573020133392,MBPM,CA,20230807
73594868,92419902712015573020133408,MBPM,NY,20230807
73594920,92419902712015573020133415,MBPM,AZ,20230807
73594971,92419902712015573020133422,MBPM,KY,20230808
73594906,1Z1W1R130323068921,UMOC,IN,20230808
73594800,1Z1W1R130323068930,UMOC,MI,20230808
73594866,92419902712015573020133439,MBPM,TN,20230807
73594847,92419902712015573020133446,MBPM,OR,20230811
73594986,92419902712015573020133453,MBPM,NJ,20230807
73594832,92419902712015573020133460,MBPM,IA,20230807
73595004,92419902712015573020133477,MBPM,TX,20230808
73594856,92419902712015573020133484,MBPM,GA,20230807
73594960,1Z1W1R130323068949,UMOC,NC,20230808
73594822,1Z1W1R130323068958,UMOC,WI,20230808
73594912,1Z1W1R130323068967,UMOC,CA,20230808
73594915,92419902712015573020133491,MBPM,NJ,20230807
73594954,1Z1W1R130323068976,UMOC,MI,20230808
73594845,92419902712015573020133507,MBPM,VA,20230807
73594828,92419902712015573020133514,MBPM,FL,20230807
73594904,92419902712015573020133521,MBPM,PA,20230807
73594982,1Z1W1R130323068985,UMOC,WA,20230808
73594829,92419902712015573020133538,MBPM,NY,20230807
73594901,92419902712015573020133545,MBPM,IL,20230807
73594913,1Z1W1R130323068994,UMOC,IN,20230808
73594907,1Z1W1R130323069000,UMOC,OH,20230808
73594852,1Z1W1R130323069019,UMOC,CA,20230808
73594909,1Z1W1R130323069028,UMOC,IN,20230808
73594972,92419902712015573020133552,MBPM,PA,20230808
73594918,9205590295388102952204,UPM,NY,20230808
73594934,1Z1W1R130323069037,UMOC,DC,20230808
73594934,1Z1W1R130323069046,UMOC,DC,20230808
73594973,1Z1W1R130323069055,UMOC,PA,20230808
73594958,1Z1W1R130323069064,UMOC,TX,20230808
73594803,1Z1W1R130323069073,UMOC,NC,20230808
73594905,92419902712015573020133569,MBPM,CA,20230807
73594898,1Z1W1R130323069082,UMOC,FL,20230808
73594898,1Z1W1R130323069091,UMOC,FL,20230808
73594898,1Z1W1R130323069108,UMOC,FL,20230808
73594898,1Z1W1R130323069117,UMOC,FL,20230808
73594898,1Z1W1R130323069126,UMOC,FL,20230808
73594898,1Z1W1R130323069135,UMOC,FL,20230808
73594898,1Z1W1R130323069144,UMOC,FL,20230808
73594898,1Z1W1R130323069153,UMOC,FL,20230808
73594898,1Z1W1R130323069162,UMOC,FL,20230808
73594919,92419902712015573020133576,MBPM,MI,20230808
73594799,92419902712015573020133583,MBPM,OK,20230807
73594839,92419902712015573020133590,MBPM,TN,20230807
73594914,92419902712015573020133606,MBPM,TX,20230808
73594849,92419902712015573020133613,MBPM,OK,20230807
73594953,92419902712015573020133620,MBPM,CA,20230807
73594827,92419902712015573020133637,MBPM,NY,20230807
73594964,92419902712015573020133644,MBPM,GA,20230807
73594980,1Z1W1R130323069171,UMOC,MA,20230808
73594980,1Z1W1R130323069180,UMOC,MA,20230808
73594806,1Z1W1R130323069199,UMOC,NY,20230808
73594854,92419902712015573020133651,MBPM,SC,20230807
73594921,92419902712015573020133668,MBPM,OK,20230807
73594993,1Z1W1R130323069206,UMOC,CT,20230808
73594983,92419902712015573020133675,MBPM,OR,20230807
73594900,92419902712015573020133682,MBPM,ME,20230807
73595000,92419902712015573020133699,MBPM,GA,20230807
73594801,92419902712015573020133705,MBPM,ND,20230807
73594195,1Z1W1R130323069215,UMOC,KY,20230809
73594195,1Z1W1R130323069224,UMOC,KY,20230809
73594195,1Z1W1R130323069233,UMOC,KY,20230809
73594195,1Z1W1R130323069242,UMOC,KY,20230809
73594195,1Z1W1R130323069251,UMOC,KY,20230809
73594195,1Z1W1R130323069260,UMOC,KY,20230809
73594195,1Z1W1R130323069279,UMOC,KY,20230809
73594788,1Z1W1R130323069288,UMOC,TX,20230808
73594557,1Z1W1R130323069297,UMOR,KY,20230808
73594557,1Z1W1R130323069304,UMOR,KY,20230808
73594765,1Z1W1R130323069313,UMOC,TX,20230809
73594765,1Z1W1R130323069322,UMOC,TX,20230809
73594881,1Z1W1R130323069331,UMOC,TX,20230808
73594881,1Z1W1R130323069340,UMOC,TX,20230808
73594787,92419902712015573020133712,MBPM,IN,20230807
73594770,1Z1W1R130323069359,UMOC,MO,20230808
73594568,1Z1W1R130323069368,UMOC,MN,20230808
73594568,1Z1W1R130323069377,UMOC,MN,20230808
73594795,1Z1W1R130323069386,UMOC,VA,20230808
73594795,1Z1W1R130323069395,UMOC,VA,20230808
73594795,1Z1W1R130323069402,UMOC,VA,20230808
73594891,1Z1W1R130323069411,UMOC,CA,20230808
73594891,1Z1W1R130323069420,UMOC,CA,20230808
73594891,1Z1W1R130323069439,UMOC,CA,20230808
73594891,1Z1W1R130323069448,UMOC,CA,20230808
73594878,1Z1W1R130323069457,UMOC,CA,20230808
73594880,1Z1W1R130323069466,UMOC,CO,20230808
73594556,1Z1W1R130323069475,UMOC,CO,20230808
73594556,1Z1W1R130323069484,UMOC,CO,20230808
73594780,92419902712015573020133729,MBPM,MO,20230808
73594772,92419902712015573020133736,MBPM,TN,20230807
73594569,1Z1W1R130323069493,UMOC,CA,20230808
73594574,92419902712015573020133743,MBPM,IL,20230808
73594883,1Z1W1R130323069500,UMOC,IL,20230808
73594890,92419902712015573020133750,MBPM,CA,20230807
73594564,1Z1W1R130323069519,UMOR,LA,20230808
73594564,1Z1W1R130323069528,UMOR,LA,20230808
73594778,92419902712015573020133767,MBPM,NY,20230807
73594797,1Z1W1R130323069537,UMOC,CA,20230808
73594775,1Z1W1R130323069546,UMOC,LA,20230808
73594892,1Z1W1R130323069555,UMOC,CA,20230808
73594768,1Z1W1R130323069564,UMOC,CA,20230808
73594876,1Z1W1R130323069573,UMOC,MI,20230809
73594876,1Z1W1R130323069582,UMOC,MI,20230809
73594763,92419902712015573020133774,MBPM,MI,20230808
73594570,92419902712015573020133781,MBPM,MO,20230808
73594563,92419902712015573020133798,MBPM,MI,20230807
73594784,92419902712015573020133804,MBPM,OH,20230807
73594879,1Z1W1R13YW23069593,SP1G,AL,20230808
73594786,92419902712015573020133811,MBPM,KS,20230807
73594798,92419902712015573020133828,MBPM,WA,20230808
73594888,92419902712015573020133835,MBPM,CA,20230807
73594884,92419902712015573020133842,MBPM,IN,20230807
73594771,92419902712015573020133859,MBPM,UT,20230808
73594555,92419902712015573020133866,MBPM,NY,20230807
73594893,1Z1W1R130323069608,UMOC,CA,20230808
73594893,1Z1W1R130323069617,UMOC,CA,20230808
73594886,92419902712015573020133873,MBPM,CA,20230808
73594789,92419902712015573020133880,MBPM,SD,20230808
73594796,1Z1W1R130323069626,UMOC,CA,20230808
73594553,1Z1W1R130323069635,UMOC,AL,20230808
73594769,92419902712015573020133897,MBPM,IL,20230807
73594774,92419902712015573020133903,MBPM,TX,20230807
73594785,92419902712015573020133910,MBPM,VA,20230807
73594764,92419902712015573020133927,MBPM,NV,20230807
73594887,92419902712015573020133934,MBPM,AL,20230807
73594781,92419902712015573020133941,MBPM,OH,20230808
73594559,92419902712015573020133958,MBPM,IL,20230807
73594793,92419902712015573020133965,MBPM,AR,20230808
73594877,92419902712015573020133972,MBPM,FL,20230807
73594766,92419902712015573020133989,MBPM,OH,20230807
73594567,92419902712015573020133996,MBPM,CA,20230807
73594875,92419902712015573020134009,MBPM,MO,20230807
73594773,1Z1W1R130323069644,UMOC,FL,20230808
73594790,92419902712015573020134016,MBPM,IN,20230807
73595133,92419902712015573020134023,MBPM,IN,20230809
73594961,92419902712015573020134030,MBPM,NY,20230807
73595130,1Z1W1R130323069653,UMOC,MI,20230808
73595126,1Z1W1R130323069662,UMOC,MO,20230808
73595129,1Z1W1R130323069671,UMOC,SC,20230808
73595071,1Z1W1R130323069680,UMOR,NY,20230808
73595022,1Z1W1R130323069699,UMOC,WA,20230808
73595084,92419902712015573020134047,MBPM,CA,20230807
73595090,92419902712015573020134054,MBPM,CA,20230808
73595106,1Z1W1R130323069706,UMOR,OK,20230808
73595106,1Z1W1R130323069715,UMOR,OK,20230808
73595052,1Z1W1R130323069724,UMOC,NY,20230808
73595122,92419902712015573020134061,MBPM,SC,20230808
73595095,92419902712015573020134078,MBPM,CA,20230807
73595111,1Z1W1R130323069733,UMOC,CA,20230808
73595050,92419902712015573020134085,MBPM,PA,20230807
73595048,92419902712015573020134092,MBPM,WA,20230808
73595117,1Z1W1R130323069742,UMOC,NC,20230808
73595060,1Z1W1R130323069751,UMOC,ID,20230808
73595057,92419902712015573020134108,MBPM,AL,20230808
73595018,1Z1W1R130323069760,UMOR,PA,20230808
73595028,92419902712015573020134115,MBPM,IN,20230807
73595105,1Z1W1R130323069779,UMOC,CA,20230808
73595082,1Z1W1R130323069788,UMOC,IN,20230808
73595080,1Z1W1R130323069797,UMOC,CA,20230808
73595011,1Z1W1R130323069804,UMOC,CA,20230808
73595019,1Z1W1R130323069813,UMOC,WA,20230808
73595033,1Z1W1R130323069822,UMOC,IN,20230808
73595033,1Z1W1R130323069831,UMOC,IN,20230808
73595033,1Z1W1R130323069840,UMOC,IN,20230808
73595103,1Z1W1R130323069859,UMOR,CA,20230808
73595103,1Z1W1R130323069868,UMOR,CA,20230808
73595055,1Z1W1R130323069877,UMOC,IN,20230808
73595137,92419902712015573020134122,MBPM,AR,20230807
73595128,1Z1W1R130323069886,UMOC,MI,20230808
73595085,92419902712015573020134139,MBPM,AE,20230807
73595039,1Z1W1R130323069895,UMOC,AZ,20230808
73595032,92419902712015573020134146,MBPM,WY,20230807
73595101,1Z1W1R130323069902,UMOC,OK,20230808
73595075,1Z1W1R130323069911,UMOC,TX,20230808
73595074,1Z1W1R130323069920,UMOC,HI,20230808
73595070,92419902712015573020134153,MBPM,MO,20230808
73595114,92419902712015573020134160,MBPM,AL,20230808
73595093,92419902712015573020134177,MBPM,AZ,20230807
73595120,1Z1W1R130323069939,UMOC,IL,20230808
73595030,1Z1W1R130323069948,UMOC,LA,20230808
73595030,1Z1W1R130323069957,UMOC,LA,20230808
73595035,92419902712015573020134184,MBPM,MN,20230807
73595078,92419902712015573020134191,MBPM,KY,20230807
73595079,92419902712015573020134207,MBPM,AZ,20230807
73595102,92419902712015573020134214,MBPM,IL,20230807
73595046,92419902712015573020134221,MBPM,AL,20230807
73595024,92419902712015573020134238,MBPM,MS,20230807
73595108,1Z1W1R130323069966,UMOC,CO,20230808
73595051,92419902712015573020134245,MBPM,CO,20230807
73595175,1Z1W1R130323069975,UMOC,MI,20230808
73595009,92419902712015573020134252,MBPM,WI,20230807
73595041,92419902712015573020134269,MBPM,MN,20230808
73595054,92419902712015573020134276,MBPM,SC,20230808
73595058,92419902712015573020134283,MBPM,TX,20230807
73595061,1Z1W1R130323069984,UMOC,MI,20230808
73595061,1Z1W1R130323069993,UMOC,MI,20230808
73595065,1Z1W1R130323070007,UMOC,NV,20230809
73595065,1Z1W1R130323070016,UMOC,NV,20230809
73595083,1Z1W1R130323070025,UMOC,MA,20230808
73595096,1Z1W1R130323070034,UMOC,VA,20230808
73595045,92419902712015573020134290,MBPM,NC,20230808
73595021,1Z1W1R130323070043,UMOC,CA,20230808
73595021,1Z1W1R130323070052,UMOC,CA,20230808
73595040,1Z1W1R130323070061,UMOC,AZ,20230808
73595040,1Z1W1R130323070070,UMOC,AZ,20230808
73595040,1Z1W1R130323070089,UMOC,AZ,20230808
73595104,92419902712015573020134306,MBPM,IL,20230807
73595026,92419902712015573020134313,MBPM,MO,20230807
73595059,1Z1W1R130323070098,UMOC,CT,20230808
73595047,92419902712015573020134320,MBPM,MI,20230808
73595012,92419902712015573020134337,MBPM,NY,20230807
73595091,92419902712015573020134344,MBPM,AR,20230807
73595121,92419902712015573020134351,MBPM,GA,20230807
73595138,92419902712015573020134368,MBPM,CA,20230809
73595131,92419902712015573020134375,MBPM,MO,20230808
73595016,1Z1W1R130323070105,UMOC,NJ,20230808
73595017,92419902712015573020134382,MBPM,ND,20230807
73595027,1Z1W1R130323070114,UMOC,CA,20230808
73595027,1Z1W1R130323070123,UMOC,CA,20230808
73595027,1Z1W1R130323070132,UMOC,CA,20230808
73595027,1Z1W1R130323070141,UMOC,CA,20230808
73595076,92419902712015573020134399,MBPM,PA,20230808
73595025,92419902712015573020134405,MBPM,CA,20230807
73595056,92419902712015573020134412,MBPM,WA,20230807
73595086,92419902712015573020134429,MBPM,KY,20230807
73595081,1Z1W1R130323070150,UMOC,IN,20230808
73594872,1Z1W1R130323070169,UMOC,GA,20230808
73595072,1Z1W1R130323070178,UMOC,IL,20230808
73595087,92419902712015573020134436,MBPM,FL,20230807
73595031,1Z1W1R130323070187,UMOC,CA,20230808
73595031,1Z1W1R130323070196,UMOC,CA,20230808
73595110,92419902712015573020134443,MBPM,MD,20230807
73595077,92419902712015573020134450,MBPM,ME,20230807
73595139,1Z1W1R130323070203,UMOC,CA,20230808
73595088,92419902712015573020134467,MBPM,MO,20230807
73595134,1Z1W1R130323070212,UMOC,CA,20230808
73595100,92419902712015573020134474,MBPM,NM,20230807
73595053,92419902712015573020134481,MBPM,VA,20230808
73595042,1Z1W1R130323070221,UMOC,GA,20230808
73595036,92419902712015573020134498,MBPM,MO,20230808
73595073,92419902712015573020134504,MBPM,PA,20230807
73595092,92419902712015573020134511,MBPM,TX,20230807
73595136,1Z1W1R130323070230,UMOC,TX,20230808
73595049,1Z1W1R130323070249,UMOC,IL,20230808
73594874,92419902712015573020134528,MBPM,OH,20230808
73595116,92419902712015573020134535,MBPM,CA,20230807
73595125,92419902712015573020134542,MBPM,CA,20230807
73595141,92419902712015573020134559,MBPM,FL,20230807
73595010,92748902712015573020134567,MPSL,FL,20230807
73595013,1Z1W1R130323070258,UMOC,IN,20230808
73595124,1Z1W1R130323070267,UMOC,GA,20230808
73595089,1Z1W1R130323070276,UMOC,MI,20230808
73595215,1Z1W1R130323070285,UMOC,TX,20230808
73595166,1Z1W1R130323070294,UMOC,CA,20230808
73595145,1Z1W1R130323070301,UMOC,NE,20230808
73595171,92419902712015573020134573,MBPM,TX,20230807
73595279,1Z1W1R130323070310,UMOC,MI,20230808
73595281,92419902712015573020134580,MBPM,ME,20230807
73595185,1Z1W1R130323070329,UMOC,WI,20230808
73595214,1Z1W1R130323070338,UMOC,NM,20230808
73595188,92419902712015573020134597,MBPM,MN,20230807
73595179,92419902712015573020134603,MBPM,CA,20230808
73595180,9205590295388102952211,UCPC,IN,20230808
73595210,92419902712015573020134610,MBPM,CA,20230807
73595164,1Z1W1R130323070347,UMOC,TX,20230808
73595160,1Z1W1R130323070356,UMOC,MN,20230808
73595206,1Z1W1R130323070365,UMOC,IN,20230808
73595206,1Z1W1R130323070374,UMOC,IN,20230808
73595206,1Z1W1R130323070383,UMOC,IN,20230808
73595189,92419902712015573020134627,MBPM,VA,20230808
73595150,92419902712015573020134634,MBPM,AL,20230808
73595159,92419902712015573020134641,MBPM,CA,20230807
73595283,1Z1W1R130323070392,UMOC,DE,20230808
73595176,1Z1W1R130323070409,UMOC,IN,20230808
73595176,1Z1W1R130323070418,UMOC,IN,20230808
73595151,92419902712015573020134658,MBPM,OH,20230808
73595157,1Z1W1R130323070427,UMOC,NC,20230808
73595157,1Z1W1R130323070436,UMOC,NC,20230808
73595157,1Z1W1R130323070445,UMOC,NC,20230808
73595153,92419902712015573020134665,MBPM,AL,20230808
73595186,92419902712015573020134672,MBPM,CA,20230808
73595142,1Z1W1R130323070454,UMOC,IN,20230808
73595278,92419902712015573020134689,MBPM,AE,20230808
